id,energy,valence,danceability,acousticness,speechiness,liveness,instrumentalness,loudness,tempo
9394,0.69,0.252,0.618,0.292,0.0268,0.202,0.0,-4.311,145.989
9395,0.974,0.588,0.501,0.0184,0.0909,0.351,0.0,-2.371,167.999
9396,0.552,0.922,0.856,0.221,0.138,0.39,0.0,-7.685,104.978
9397,0.874,0.265,0.435,0.000337,0.123,0.311,0.0419,-6.664,120.167
9398,0.63,0.904,0.668,0.256,0.041,0.162,0.0267,-6.368,143.041
9399,0.585,0.579,0.377,0.366,0.0336,0.242,0.00451,-8.894,119.943
9400,0.794,0.125,0.539,0.0604,0.0546,0.18,0.274,-9.073,99.946
9401,0.46,0.585,0.8,0.473,0.0551,0.104,0.00105,-8.735,145.002
9402,0.619,0.588,0.737,0.0837,0.0292,0.0901,0.0,-8.131,133.949
9403,0.265,0.152,0.61,0.921,0.0514,0.0949,4.71e-05,-15.568,90.955
9404,0.535,0.544,0.826,0.144,0.0711,0.116,0.0,-7.23,109.997
9405,0.646,0.831,0.852,0.0287,0.251,0.0922,3.84e-06,-5.268,104.026
9406,0.595,0.811,0.523,0.389,0.394,0.212,0.00628,-7.779,119.172
9407,0.589,0.78,0.624,0.302,0.281,0.124,0.0,-6.669,76.847
9408,0.715,0.773,0.723,0.065,0.093,0.161,0.0,-4.999,90.014
9409,0.66,0.95,0.759,0.256,0.0495,0.111,0.0,-8.412,91.026
9410,0.936,0.742,0.704,0.257,0.318,0.257,0.0,-2.582,93.36
9411,0.401,0.124,0.596,0.654,0.0297,0.0913,0.0,-8.364,126.051
9412,0.63,0.753,0.655,0.0277,0.0238,0.0935,0.000383,-6.188,95.968
9413,0.945,0.603,0.215,0.000639,0.0798,0.204,0.453,-7.201,179.079
9414,0.474,0.745,0.889,0.0304,0.345,0.0887,7.44e-06,-9.017,79.976
9415,0.484,0.666,0.934,0.0707,0.148,0.362,0.0,-11.67,139.905
9416,0.838,0.675,0.747,0.701,0.235,0.0997,0.0,-4.471,100.007
9417,0.753,0.249,0.387,0.189,0.0372,0.257,0.0,-5.281,139.878
9418,0.981,0.896,0.511,0.0301,0.0579,0.747,0.0612,-5.329,172.968
9419,0.738,0.465,0.645,0.42,0.0336,0.285,0.0,-3.26,141.05
9420,0.749,0.573,0.63,0.14,0.0744,0.0666,0.0,-5.147,75.891
9421,0.918,0.595,0.56,0.1,0.0344,0.115,1.07e-06,-3.38,101.919
9422,0.585,0.541,0.68,0.168,0.331,0.248,0.0,-5.989,78.078
9423,0.279,0.198,0.448,0.6,0.0257,0.252,0.0,-11.608,76.167
9424,0.714,0.695,0.616,0.243,0.311,0.316,0.0,-3.965,176.192
9425,0.582,0.308,0.498,0.512,0.031,0.246,0.0,-5.62,134.886
9426,0.681,0.52,0.706,0.000779,0.0274,0.219,0.00034,-8.512,106.991
9427,0.507,0.236,0.588,0.702,0.0259,0.121,0.0,-6.357,104.012
9428,0.532,0.225,0.393,0.0122,0.0412,0.111,0.0,-11.796,133.993
9429,0.907,0.8,0.615,0.0194,0.042,0.279,5.59e-05,-9.234,168.459
9430,0.309,0.204,0.328,0.867,0.0276,0.0889,0.0,-7.732,99.182
9431,0.553,0.217,0.488,0.52,0.0306,0.16,9.49e-06,-6.097,139.816
9432,0.695,0.469,0.541,0.655,0.0301,0.937,0.000228,-6.633,80.189
9433,0.79,0.747,0.689,0.588,0.0284,0.089,0.00181,-4.876,145.067
9434,0.517,0.803,0.796,0.494,0.0793,0.134,0.0,-8.032,127.986
9435,0.361,0.54,0.65,0.722,0.0328,0.097,0.0,-10.614,132.839
9436,0.762,0.954,0.72,0.185,0.0731,0.673,0.0,-6.822,146.056
9437,0.574,0.577,0.655,0.327,0.031,0.366,0.0,-7.261,117.048
9438,0.708,0.805,0.901,0.133,0.27,0.171,0.0,-7.171,90.978
9439,0.765,0.411,0.333,0.0173,0.0431,0.191,0.0,-7.748,111.734
9440,0.303,0.226,0.495,0.824,0.0261,0.0778,1.83e-06,-10.263,93.987
9441,0.581,0.318,0.499,0.513,0.0309,0.243,0.0,-5.614,134.823
9442,0.325,0.322,0.536,0.796,0.0273,0.363,2.46e-05,-7.192,73.026
9443,0.694,0.42,0.525,0.0474,0.0372,0.738,0.0,-7.208,136.627
9444,0.568,0.668,0.713,0.0545,0.128,0.178,8.15e-06,-4.08,105.694
9445,0.602,0.123,0.485,0.163,0.0271,0.0907,0.0,-4.076,140.045
9446,0.98,0.517,0.292,0.000502,0.225,0.988,0.00126,-5.588,167.889
9447,0.59,0.368,0.488,0.439,0.0356,0.486,0.0,-8.525,67.864
9448,0.802,0.338,0.224,0.00831,0.102,0.228,0.00217,-10.58,202.869
9449,0.619,0.167,0.466,0.404,0.0298,0.988,0.0,-5.061,125.898
9450,0.487,0.243,0.476,0.344,0.495,0.105,0.0,-12.065,89.343
9451,0.849,0.535,0.813,0.0162,0.0617,0.0765,0.000108,-4.719,124.018
9452,0.741,0.571,0.602,0.213,0.0448,0.0861,0.0,-3.308,120.024
9453,0.647,0.485,0.517,0.581,0.279,0.122,5.05e-06,-6.223,115.827
9454,0.676,0.0845,0.816,0.701,0.0708,0.201,0.0139,-5.682,118.047
9455,0.712,0.656,0.881,0.414,0.171,0.113,0.000105,-6.392,95.014
9456,0.457,0.48,0.745,0.723,0.209,0.101,1.56e-05,-11.831,84.995
9457,0.636,0.647,0.858,0.107,0.0897,0.127,0.0,-4.99,122.05
9458,0.441,0.315,0.522,0.821,0.0253,0.106,0.00191,-10.005,81.051
9459,0.495,0.437,0.736,0.653,0.0774,0.12,3.5e-05,-9.999,75.015
9460,0.898,0.746,0.46,0.0112,0.0412,0.649,0.00108,-4.922,92.148
9461,0.626,0.407,0.509,0.345,0.0383,0.292,1.54e-05,-5.953,145.002
9462,0.833,0.701,0.708,0.0262,0.227,0.12,6.73e-05,-5.125,75.004
9463,0.509,0.554,0.813,0.766,0.463,0.104,0.0,-12.016,94.228
9464,0.693,0.5,0.87,0.596,0.327,0.231,0.0,-7.428,120.041
9465,0.457,0.3,0.334,0.629,0.0304,0.105,0.0,-8.338,137.437
9466,0.635,0.343,0.578,0.661,0.0278,0.138,0.0,-5.335,137.98
9467,0.229,0.293,0.547,0.821,0.0284,0.119,0.0,-8.393,84.025
9468,0.464,0.3,0.515,0.819,0.0282,0.0936,0.0,-12.191,139.935
9469,0.372,0.109,0.408,0.804,0.0419,0.15,0.0,-9.439,129.716
9470,0.898,0.827,0.557,0.551,0.25,0.81,0.0,-5.109,109.246
9471,0.782,0.641,0.646,0.634,0.0366,0.128,0.0,-4.422,137.883
9472,0.892,0.616,0.592,0.154,0.0474,0.976,0.00376,-6.205,105.699
9473,0.541,0.719,0.511,0.398,0.0316,0.0986,0.0,-8.841,73.931
9474,0.729,0.841,0.499,0.12,0.0477,0.269,0.0,-4.136,126.986
9475,0.646,0.824,0.724,0.0977,0.0658,0.0647,0.179,-4.495,143.674
9476,0.649,0.682,0.552,0.226,0.0339,0.128,1.7e-05,-8.352,89.887
9477,0.663,0.944,0.749,0.243,0.0814,0.587,2.72e-05,-7.825,150.639
9478,0.851,0.126,0.454,0.153,0.054,0.877,3.49e-06,-5.436,125.05
9479,0.776,0.508,0.51,0.462,0.044,0.75,7.67e-06,-6.645,116.92
9480,0.824,0.165,0.284,0.00712,0.0781,0.0855,0.000345,-4.244,138.044
9481,0.298,0.105,0.335,0.859,0.0328,0.109,0.00183,-12.329,126.957
9482,0.618,0.209,0.426,0.625,0.0396,0.484,5.55e-06,-7.159,135.963
9483,0.326,0.339,0.549,0.693,0.0282,0.181,7.09e-06,-9.176,144.894
9484,0.825,0.495,0.335,0.254,0.0636,0.416,0.0,-7.009,136.005
9485,0.736,0.605,0.543,0.128,0.0382,0.837,0.0,-8.435,171.897
9486,0.948,0.444,0.233,0.12,0.209,0.984,0.00261,-4.464,146.753
9487,0.821,0.221,0.408,0.000627,0.0468,0.365,0.0,-5.31,137.002
9488,0.512,0.221,0.541,0.526,0.039,0.114,0.0,-6.918,126.013
9489,0.419,0.372,0.587,0.761,0.0272,0.116,0.0,-8.807,98.837
9490,0.617,0.118,0.498,0.277,0.0338,0.964,0.0,-6.98,133.478
9491,0.546,0.397,0.382,0.166,0.0499,0.941,0.0,-10.896,131.809
9492,0.632,0.31,0.559,0.105,0.0309,0.15,0.0,-4.869,133.816
9493,0.995,0.395,0.399,5.8e-05,0.111,0.0231,0.0,-3.916,92.414
9494,0.401,0.265,0.184,0.753,0.0296,0.608,1.2e-06,-10.391,168.074
9495,0.568,0.23,0.358,0.0719,0.029,0.746,0.0,-8.402,150.013
9496,0.824,0.911,0.734,0.0559,0.0493,0.0606,0.00237,-9.932,95.534
9497,0.526,0.716,0.565,0.518,0.0578,0.715,4.47e-06,-9.087,139.972
9498,0.802,0.306,0.45,0.0165,0.0401,0.243,0.0,-4.531,144.025
9499,0.642,0.925,0.74,0.489,0.11,0.0711,2.94e-06,-5.887,167.975
9500,0.722,0.398,0.711,0.101,0.202,0.628,1.26e-05,-8.438,120.058
9501,0.816,0.466,0.736,0.0319,0.0732,0.202,0.0,-5.157,126.02
9502,0.411,0.133,0.717,0.219,0.162,0.172,0.000298,-11.908,74.864
9503,0.406,0.607,0.805,0.334,0.234,0.106,0.0,-10.846,109.875
9504,0.719,0.592,0.661,0.473,0.0399,0.0914,0.0,-3.747,88.999
9505,0.595,0.316,0.381,0.352,0.125,0.398,0.002,-6.054,83.087
9506,0.525,0.663,0.897,0.392,0.347,0.086,0.0,-8.147,107.001
9507,0.604,0.136,0.46,0.332,0.035,0.0743,0.0,-5.26,145.963
9508,0.577,0.574,0.635,0.297,0.286,0.103,0.0,-5.913,144.052
9509,0.494,0.805,0.716,0.62,0.0288,0.303,1.28e-05,-14.118,129.864
9510,0.707,0.7,0.654,0.263,0.0326,0.0736,0.0,-5.103,126.038
9511,0.798,0.898,0.731,0.0315,0.294,0.274,8.64e-05,-5.921,172.015
9512,0.652,0.861,0.67,0.112,0.191,0.383,0.0,-7.765,87.961
9513,0.565,0.132,0.701,0.0222,0.124,0.11,0.0,-4.557,83.884
9514,0.73,0.782,0.726,0.0855,0.146,0.229,0.0,-7.221,92.978
9515,0.533,0.296,0.366,0.195,0.0316,0.101,0.0,-6.501,135.683
9516,0.948,0.424,0.18,0.00422,0.0853,0.137,4.51e-05,-3.32,186.002
9517,0.637,0.846,0.807,0.0435,0.424,0.0653,0.0,-10.415,92.178
9518,0.489,0.239,0.44,0.254,0.0392,0.709,0.0,-8.725,94.026
9519,0.858,0.872,0.791,0.114,0.072,0.0781,0.0923,-9.45,125.791
9520,0.498,0.788,0.576,0.492,0.0542,0.973,8.86e-06,-10.775,172.187
9521,0.834,0.834,0.394,0.142,0.0632,0.919,0.00107,-6.658,147.975
9522,0.958,0.548,0.594,0.107,0.058,0.921,0.00306,-5.51,102.308
9523,0.658,0.212,0.372,0.329,0.0404,0.688,0.0,-6.531,136.975
9524,0.578,0.0509,0.377,0.141,0.0342,0.13,0.0039,-7.623,130.011
9525,0.632,0.342,0.312,0.0377,0.0507,0.116,0.0,-6.027,134.106
9526,0.878,0.509,0.32,0.538,0.0909,0.665,0.0,-5.771,170.064
9527,0.427,0.607,0.784,0.473,0.0356,0.225,0.0,-9.073,125.928
9528,0.372,0.109,0.701,0.414,0.0362,0.0829,0.0,-10.517,114.976
9529,0.397,0.21,0.484,0.828,0.0341,0.326,0.0,-7.792,126.192
9530,0.305,0.263,0.629,0.778,0.0315,0.117,0.0,-13.996,120.103
9531,0.625,0.443,0.391,0.312,0.0306,0.117,0.0,-5.285,78.49
9532,0.442,0.12,0.513,0.589,0.0295,0.128,0.0,-7.597,138.982
9533,0.921,0.814,0.555,0.253,0.104,0.101,3.31e-06,-5.541,177.986
9534,0.601,0.558,0.815,0.457,0.246,0.111,3.99e-06,-6.359,86.018
9535,0.56,0.308,0.495,0.155,0.0387,0.121,0.0,-6.605,139.75
9536,0.722,0.278,0.554,0.00263,0.0325,0.745,0.0,-6.473,125.063
9537,0.693,0.261,0.331,0.229,0.0647,0.566,0.0,-10.44,135.165
9538,0.631,0.334,0.433,0.284,0.0318,0.0957,0.0,-5.395,142.144
9539,0.856,0.0907,0.452,0.000561,0.0539,0.43,0.0,-5.495,137.001
9540,0.76,0.801,0.42,0.0056,0.0771,0.109,0.000128,-5.021,172.947
9541,0.886,0.656,0.368,0.00588,0.0463,0.0834,0.000264,-6.938,169.132
9542,0.271,0.314,0.573,0.483,0.0274,0.122,0.0,-9.598,125.173
9543,0.624,0.408,0.339,0.421,0.0313,0.126,1.36e-05,-4.755,200.332
9544,0.75,0.51,0.768,0.121,0.0295,0.116,0.0,-3.003,111.993
9545,0.969,0.389,0.504,0.000395,0.11,0.96,0.154,-5.439,131.367
9546,0.873,0.246,0.517,0.00218,0.0349,0.95,4.8e-05,-6.874,133.982
9547,0.346,0.31,0.51,0.429,0.029,0.379,0.0,-7.442,76.089
9548,0.944,0.639,0.556,0.495,0.353,0.915,0.0,-3.955,148.579
9549,0.835,0.432,0.551,0.00599,0.0366,0.921,0.000124,-8.013,96.238
9550,0.725,0.171,0.869,0.0357,0.0522,0.111,2.6e-05,-8.428,129.981
9551,0.33,0.376,0.622,0.464,0.0291,0.0624,0.0,-6.492,122.87
9552,0.682,0.632,0.634,0.0554,0.375,0.194,0.0,-6.528,170.097
9553,0.679,0.587,0.559,5.71e-05,0.0349,0.12,0.555,-8.993,139.998
9554,0.847,0.693,0.709,0.214,0.0364,0.337,0.0,-3.828,116.959
9555,0.337,0.545,0.584,0.866,0.0441,0.852,0.0,-8.116,117.127
9556,0.623,0.775,0.686,0.333,0.0451,0.625,0.0,-7.566,137.199
9557,0.76,0.181,0.405,0.0985,0.0332,0.382,0.0,-4.283,79.911
9558,0.207,0.103,0.463,0.905,0.0386,0.0756,1.07e-05,-13.791,67.475
9559,0.806,0.475,0.454,0.348,0.123,0.967,0.0,-7.58,91.081
9560,0.924,0.5,0.571,0.179,0.197,0.719,4.07e-06,-4.727,121.056
9561,0.356,0.183,0.306,0.708,0.03,0.121,0.0,-11.555,129.991
9562,0.493,0.831,0.626,0.366,0.0454,0.0873,0.000137,-14.668,135.481
9563,0.84,0.14,0.246,0.127,0.0591,0.222,0.0,-4.713,136.73
9564,0.784,0.288,0.423,0.111,0.0533,0.947,0.00017,-6.015,131.957
9565,0.832,0.83,0.676,0.14,0.0357,0.0758,7.5e-05,-5.628,137.87
9566,0.724,0.144,0.401,0.0757,0.0351,0.838,4.17e-06,-6.614,136.425
9567,0.743,0.296,0.456,0.0513,0.0379,0.969,0.00324,-9.973,102.714
9568,0.856,0.799,0.604,0.431,0.333,0.682,0.0,-7.143,164.034
9569,0.496,0.268,0.533,0.721,0.0474,0.164,4.64e-06,-9.373,129.948
9570,0.555,0.311,0.224,0.428,0.0398,0.382,0.0,-8.35,123.878
9571,0.563,0.198,0.381,0.514,0.0353,0.0828,2.12e-06,-8.896,151.934
9572,0.921,0.681,0.606,0.0479,0.0299,0.106,0.0,-3.111,125.073
9573,0.561,0.412,0.582,0.0687,0.0293,0.0829,2.13e-05,-7.068,82.969
9574,0.404,0.378,0.704,0.322,0.0464,0.0903,4.69e-05,-8.877,87.919
9575,0.711,0.403,0.523,0.329,0.0395,0.751,0.0482,-8.151,80.796
9576,0.776,0.576,0.766,0.184,0.0291,0.113,0.0,-5.381,132.098
9577,0.589,0.764,0.488,0.49,0.11,0.281,0.0,-8.809,83.103
9578,0.681,0.919,0.877,0.261,0.0346,0.312,3.08e-06,-4.754,112.0
9579,0.502,0.147,0.384,0.486,0.0321,0.511,0.0,-6.905,130.042
9580,0.713,0.614,0.7,0.22,0.402,0.115,0.0,-8.161,89.865
9581,0.55,0.258,0.28,0.0589,0.0315,0.408,2.23e-06,-8.087,179.555
9582,0.665,0.563,0.736,0.0466,0.0487,0.164,0.0,-6.427,94.981
9583,0.354,0.579,0.617,0.483,0.0352,0.2,0.0,-9.965,184.181
9584,0.552,0.647,0.38,0.374,0.213,0.133,0.0,-8.545,82.935
9585,0.892,0.845,0.637,0.00464,0.0809,0.199,0.0,-5.284,130.01
9586,0.717,0.793,0.742,0.0028,0.033,0.0935,0.0,-6.198,88.491
9587,0.87,0.4,0.454,0.000226,0.0387,0.0885,0.000232,-5.358,146.878
9588,0.641,0.192,0.402,0.17,0.0392,0.367,0.0,-7.217,117.973
9589,0.348,0.314,0.562,0.805,0.0283,0.114,0.0,-9.91,132.091
9590,0.57,0.123,0.249,0.222,0.0355,0.635,0.0,-6.078,146.599
9591,0.89,0.239,0.294,0.0019,0.0747,0.081,7.14e-06,-2.877,114.727
9592,0.47,0.334,0.651,0.0875,0.0301,0.0936,0.0,-7.977,123.793
9593,0.933,0.536,0.52,0.0159,0.0357,0.397,0.0195,-5.2,99.998
9594,0.451,0.481,0.71,0.137,0.133,0.374,9.85e-05,-8.217,156.032
9595,0.496,0.679,0.838,0.239,0.0624,0.253,4.83e-06,-9.59,148.132
9596,0.415,0.421,0.886,0.339,0.0537,0.155,2.14e-05,-9.652,105.004
9597,0.4,0.547,0.611,0.168,0.023,0.119,0.0,-12.371,81.05
9598,0.744,0.416,0.266,0.0281,0.0512,0.942,7.56e-05,-7.368,95.253
9599,0.718,0.725,0.769,0.234,0.0241,0.168,0.0,-5.809,105.015
9600,0.494,0.131,0.718,0.0409,0.0435,0.0448,0.00782,-11.879,126.038
9601,0.8,0.483,0.58,0.281,0.345,0.0708,0.0,-7.528,81.303
9602,0.694,0.649,0.399,0.409,0.472,0.123,4.58e-05,-7.662,177.162
9603,0.758,0.382,0.697,0.194,0.12,0.148,0.0,-6.63,127.951
9604,0.685,0.745,0.519,0.373,0.0955,0.0629,0.0,-7.171,115.929
9605,0.847,0.583,0.649,0.0854,0.0708,0.214,0.0,-2.839,93.058
9606,0.572,0.336,0.741,0.671,0.0604,0.145,0.0,-8.0,97.956
9607,0.562,0.953,0.834,0.0982,0.0373,0.29,0.0,-9.667,129.086
9608,0.53,0.774,0.723,0.806,0.145,0.112,0.0,-9.372,95.01
9609,0.752,0.529,0.596,0.444,0.0497,0.141,0.0,-2.41,145.961
9610,0.489,0.674,0.635,0.65,0.58,0.248,0.0,-7.062,126.724
9611,0.938,0.65,0.6,0.0136,0.0326,0.0975,1.15e-06,-2.781,130.057
9612,0.559,0.367,0.419,0.578,0.124,0.118,0.0,-15.272,74.419
9613,0.518,0.858,0.729,0.19,0.0643,0.24,1.02e-05,-10.189,173.906
9614,0.93,0.651,0.542,0.000748,0.0436,0.175,0.00022,-3.537,94.003
9615,0.582,0.883,0.754,0.429,0.455,0.358,0.0,-7.91,82.652
9616,0.586,0.676,0.678,0.155,0.0448,0.0839,0.0,-6.526,78.949
9617,0.445,0.813,0.726,0.19,0.0419,0.059,0.0,-8.083,148.3
9618,0.845,0.732,0.376,0.319,0.147,0.4,0.0,-5.681,176.046
9619,0.903,0.653,0.614,0.265,0.0515,0.835,0.000178,-4.878,94.41
9620,0.244,0.146,0.762,0.777,0.0421,0.0962,0.00151,-15.187,119.887
9621,0.666,0.686,0.56,0.448,0.0321,0.232,0.0,-6.523,138.041
9622,0.401,0.321,0.634,0.0707,0.0273,0.973,0.0,-10.877,139.813
9623,0.511,0.538,0.643,0.0625,0.0329,0.0845,0.00167,-9.949,146.879
9624,0.647,0.573,0.527,0.312,0.038,0.119,0.0,-6.314,78.026
9625,0.699,0.287,0.536,0.667,0.0557,0.37,0.0,-6.009,139.895
9626,0.595,0.368,0.632,0.366,0.0335,0.107,1.6e-06,-9.555,108.002
9627,0.691,0.722,0.494,0.0599,0.0368,0.0649,0.00633,-7.233,111.175
9628,0.673,0.232,0.436,0.348,0.0311,0.11,0.0,-4.64,133.844
9629,0.739,0.906,0.718,0.0132,0.0407,0.0796,0.0,-7.585,148.429
9630,0.484,0.843,0.567,0.805,0.0397,0.881,0.0,-8.201,80.557
9631,0.846,0.772,0.673,0.199,0.145,0.408,0.0,-7.918,148.118
9632,0.776,0.491,0.43,0.137,0.0412,0.804,0.00046,-5.563,105.076
9633,0.672,0.931,0.617,0.0855,0.0302,0.052,0.000125,-7.817,135.518
9634,0.372,0.488,0.464,0.744,0.121,0.764,0.0,-9.754,178.798
9635,0.959,0.749,0.634,0.0803,0.0832,0.978,5.37e-06,-4.659,112.083
9636,0.696,0.136,0.243,0.109,0.0451,0.0577,0.00135,-6.216,135.119
9637,0.716,0.201,0.35,0.131,0.0357,0.147,0.0,-4.95,175.915
9638,0.534,0.302,0.526,0.165,0.0295,0.118,0.0,-7.226,121.966
9639,0.874,0.682,0.754,0.144,0.047,0.834,6.15e-05,-5.847,114.445
9640,0.57,0.255,0.707,0.0802,0.0535,0.796,0.0,-6.099,129.044
9641,0.698,0.468,0.62,0.611,0.0784,0.128,0.0,-6.358,141.702
9642,0.589,0.322,0.493,0.327,0.0377,0.076,0.0,-5.857,126.246
9643,0.715,0.361,0.535,0.215,0.12,0.722,0.0,-10.259,101.992
9644,0.521,0.183,0.675,0.227,0.0329,0.572,4.08e-05,-8.321,133.726
9645,0.504,0.224,0.448,0.453,0.0257,0.259,0.0,-4.278,76.952
9646,0.63,0.934,0.609,0.762,0.175,0.0495,0.0,-10.791,174.253
9647,0.652,0.142,0.551,0.283,0.0264,0.073,0.00197,-7.087,129.962
9648,0.214,0.217,0.587,0.773,0.0273,0.11,0.0,-10.045,139.847
9649,0.596,0.207,0.665,0.149,0.0267,0.327,4.84e-05,-3.896,115.265
9650,0.721,0.444,0.707,0.329,0.039,0.0819,0.000309,-7.0,109.977
9651,0.433,0.695,0.732,0.716,0.302,0.107,0.0,-8.723,94.005
9652,0.574,0.611,0.838,0.155,0.44,0.0881,0.0,-5.285,89.898
9653,0.695,0.79,0.752,0.674,0.158,0.39,7.1e-06,-7.397,172.137
9654,0.651,0.397,0.594,0.62,0.0394,0.0782,0.0,-5.484,140.02
9655,0.905,0.713,0.804,0.182,0.0603,0.407,0.000887,-4.719,112.024
9656,0.399,0.405,0.576,0.584,0.0354,0.136,1.26e-05,-12.865,91.997
9657,0.676,0.739,0.868,0.404,0.107,0.0813,3.59e-05,-6.297,132.015
9658,0.715,0.343,0.289,0.0483,0.0497,0.812,0.0,-6.686,146.043
9659,0.214,0.0658,0.261,0.864,0.0313,0.253,0.0,-9.989,112.047
9660,0.394,0.447,0.418,0.85,0.0332,0.917,0.0,-8.341,119.466
9661,0.686,0.366,0.299,0.0132,0.0417,0.354,0.0,-7.058,145.971
9662,0.599,0.215,0.357,0.108,0.0414,0.103,0.0,-6.351,139.684
9663,0.877,0.662,0.434,0.849,0.247,0.653,0.0,-5.945,82.109
9664,0.462,0.29,0.548,0.248,0.0265,0.113,0.0,-9.872,137.98
9665,0.735,0.881,0.68,0.0597,0.0277,0.119,0.214,-7.939,133.289
9666,0.83,0.739,0.707,0.291,0.214,0.259,0.0,-4.98,75.028
9667,0.5,0.162,0.572,0.315,0.029,0.574,3.57e-06,-8.48,135.86
9668,0.296,0.481,0.778,0.438,0.426,0.0858,0.0,-14.516,155.757
9669,0.373,0.428,0.408,0.843,0.0355,0.188,0.0,-7.649,121.948
9670,0.661,0.614,0.618,0.0621,0.0356,0.363,5.15e-06,-8.097,143.129
9671,0.774,0.213,0.528,0.00297,0.037,0.158,2.03e-06,-5.87,99.985
9672,0.501,0.119,0.474,0.486,0.0275,0.114,0.0,-7.426,91.939
9673,0.925,0.68,0.572,0.0817,0.0737,0.631,0.0229,-5.049,116.362
9674,0.604,0.82,0.83,0.563,0.0355,0.221,0.00108,-5.25,144.008
9675,0.886,0.864,0.495,0.591,0.474,0.615,0.0,-3.737,172.997
9676,0.511,0.65,0.693,0.773,0.0567,0.0708,4.52e-06,-6.565,114.982
9677,0.695,0.635,0.57,0.507,0.316,0.129,0.0,-8.238,88.072
9678,0.729,0.344,0.55,0.089,0.148,0.0462,0.0,-13.779,113.295
9679,0.574,0.486,0.552,0.387,0.0371,0.178,0.0,-8.179,105.98
9680,0.498,0.767,0.718,0.286,0.031,0.157,0.000326,-7.171,138.111
9681,0.541,0.348,0.601,0.319,0.0422,0.173,0.0,-7.023,128.942
9682,0.594,0.306,0.514,0.063,0.0272,0.239,0.0,-6.022,78.0
9683,0.416,0.131,0.299,0.662,0.0318,0.707,0.0,-9.065,119.512
9684,0.491,0.888,0.796,0.0483,0.0428,0.346,0.0,-7.783,124.042
9685,0.674,0.159,0.509,0.253,0.0383,0.732,0.0,-7.379,75.066
9686,0.603,0.0886,0.364,0.0217,0.0356,0.0898,7.67e-05,-9.079,133.784
9687,0.861,0.814,0.662,0.701,0.19,0.688,0.0,-7.166,100.33
9688,0.391,0.455,0.703,0.267,0.0448,0.14,6.57e-06,-9.321,144.073
9689,0.885,0.268,0.442,0.081,0.0816,0.774,0.0,-5.843,129.421
9690,0.512,0.539,0.655,0.0506,0.188,0.318,0.000177,-7.429,160.101
9691,0.722,0.616,0.503,0.00214,0.0248,0.116,8.15e-06,-5.813,99.966
9692,0.893,0.792,0.514,0.687,0.456,0.143,0.0,-5.493,79.004
9693,0.665,0.328,0.514,0.679,0.0396,0.212,0.0,-3.76,97.814
9694,0.429,0.238,0.373,0.152,0.0286,0.905,0.0,-7.992,137.783
9695,0.933,0.687,0.486,0.0402,0.0796,0.927,0.0298,-7.015,150.743
9696,0.375,0.217,0.284,0.409,0.027,0.347,8.94e-05,-9.326,104.96
9697,0.649,0.513,0.663,0.393,0.0295,0.137,0.0295,-10.186,89.866
9698,0.484,0.352,0.574,0.262,0.028,0.105,0.102,-11.23,129.991
9699,0.615,0.394,0.584,0.764,0.0304,0.149,0.0,-4.424,115.991
9700,0.851,0.923,0.822,0.216,0.284,0.293,0.0,-5.015,93.363
9701,0.685,0.646,0.443,0.35,0.0312,0.118,6.24e-06,-6.139,178.935
9702,0.833,0.832,0.527,0.0337,0.212,0.0586,0.0,-5.11,84.041
9703,0.654,0.709,0.701,0.199,0.283,0.086,0.0,-7.795,81.872
9704,0.553,0.459,0.696,0.623,0.0323,0.119,0.0343,-12.287,127.934
9705,0.685,0.565,0.538,0.499,0.353,0.106,0.0,-4.673,89.662
9706,0.842,0.725,0.715,0.664,0.214,0.149,0.000753,-4.662,90.028
9707,0.685,0.62,0.614,0.642,0.449,0.0927,0.0,-8.547,139.177
9708,0.659,0.66,0.485,0.0133,0.0321,0.166,0.000195,-10.508,164.841
9709,0.727,0.345,0.705,0.291,0.0657,0.343,0.0,-4.35,89.972
9710,0.42,0.416,0.549,0.754,0.0319,0.5,0.0,-11.249,96.471
9711,0.679,0.181,0.481,0.612,0.0437,0.0786,0.00223,-7.596,133.93
9712,0.806,0.693,0.385,0.237,0.0398,0.933,0.00566,-8.967,106.628
9713,0.467,0.229,0.218,0.0386,0.0308,0.171,0.0,-7.747,136.743
9714,0.556,0.409,0.509,0.576,0.0297,0.901,2.81e-05,-5.83,131.968
9715,0.56,0.714,0.806,0.564,0.0312,0.191,1.1e-05,-8.829,124.273
9716,0.765,0.948,0.873,0.557,0.437,0.0592,0.0,-5.254,90.014
9717,0.832,0.22,0.482,0.00284,0.0474,0.349,0.0,-6.947,134.012
9718,0.673,0.333,0.526,0.33,0.0358,0.0937,2.66e-05,-7.889,81.063
9719,0.784,0.377,0.597,0.0272,0.0275,0.13,0.000405,-3.259,92.026
9720,0.3,0.278,0.428,0.638,0.157,0.0987,5.18e-05,-10.214,81.403
9721,0.838,0.343,0.539,0.0831,0.0525,0.276,0.000227,-5.563,133.437
9722,0.731,0.579,0.581,0.192,0.0289,0.405,0.0,-5.189,127.582
9723,0.893,0.281,0.421,0.0363,0.0664,0.976,0.0,-7.19,136.028
9724,0.498,0.367,0.498,0.42,0.424,0.101,0.0,-8.809,76.093
9725,0.628,0.382,0.599,0.52,0.0282,0.13,1.38e-06,-7.821,82.012
